n#03277459	balanza_electrónica
v#00177861	limpiar pelar
r#00090103	geométricamente
n#07363346	descenso
v#01111816	anotar marcar
a#01471538	mayor
n#03987079	retrato
v#00305846	implosionar implotar
n#07846143	leche_deshidratada leche_en_polvo leche_seca polvo_de_leche
n#09501198	Pitón
n#05837957	juicio opinión parecer
n#05227209	carena
n#03362223	antro
v#01133825	descargar despedir echar
a#01639446	antiguo
n#05861067	monto suma total
n#10092098	guardabosque
n#01730563	serpiente_verde
a#02872501	cultural
v#01776214	apreciar valorar
n#11403828	Thomas_Young
n#07619004	natilla natillas
n#02541139	Mallotus género_Mallotus
n#08440630	absolutismo autoritarismo despotismo dictadura tiranía totalitarismo
n#11675738	polinia pollinium
n#05206237	aburrimiento desgana desinterés hastío pesadez tedio
n#11380923	Arthur_Wellesley
n#13250930	fortuna hacienda patrimonio riqueza
a#02309341	estimulante
n#13985818	espíritu humor ánimo
v#01791535	disturbar
n#03231819	Dragunov
n#09441725	South_Platte río_South_Platte
a#03047611	benedictino
a#02922263	judaico judío
a#02938485	pentatónico
v#02426171	abrir encender
a#00091764	atento
v#01710481	elegir escoger
n#04739535	monotonía
n#09921409	primo
n#12961242	botrychium_matricariifolium
n#13701793	unidad_monetaria_kirguisa
n#02452225	Donald_Duck
a#00693356	superficial
n#00082754	sucesión
n#05961141	epicureísmo
v#01126360	invadir ocupar
n#07875152	pastel_de_carne
n#08188638	coro
n#08286946	Open_University
n#03344305	campana_de_incendios
n#10050163	ascensorista
v#01633825	crear idear inventar pensar_en
a#02878147	maxilar
v#02043068	conducir_calor
v#00820976	demostrar manifestar
v#00980176	arrastrar pronunciar_arrastrado
n#08229605	orfeón
n#10022111	doctor
n#14349717	mastitis
a#01127661	horrible
a#00433115	opaco
n#09904321	centro centrocampista
a#00952395	exterior
a#02994754	markoviano
a#01958259	autorizado titulado
n#01888821	Lipotyphla suborden_Lipotyphla
n#11205246	Paul_Newman
a#01121989	ilustre
n#11334317	Renata_Tebaldi
n#15096524	cardenillo
v#01117219	arrostrar exceder_en_coraje
n#07774479	extracto_de_kola
n#07534430	dolor pena
n#13704788	unidad_monetaria_nepalesa
a#03029984	colombino
n#01172441	agarrada disputa gresca pelea_de_perros refriega
n#13298701	baksheesh
n#08329453	juzgado tribunal
n#00415098	visita
n#14358335	vaginitis
n#03018493	porcelana vajilla_de_porcelana
n#06986100	masa
a#01710543	pendiente
n#10718131	turista
n#11350286	John_Trumbull
n#00787218	ensayo
a#00761449	directo
v#01721169	aparecer
n#00216038	disolución suspensión
n#13082568	rhizoctinia
a#02412164	delgado
v#01918183	andar_sin_prisa deambular pasear pasearse
n#03568117	indicador
n#09128691	Fayetteville
n#00050195	aparición
a#01277097	básico central elemental esencial fundamental primordial
v#02476518	confirmar
a#02280090	fresco
n#11384022	T._H._White
n#01826364	carraca
n#07907429	centeno whiskey_de_centeno whisky_de_centeno
v#01411768	dar_de_vaquetazos
v#01460712	recernir retamizar
v#01373303	velar
n#04580777	Casa_Blanca
n#04159545	sellado
v#00730758	derivar establecer formular hacer
a#00119409	inanimado inánime
n#11222457	Vilfredo_Pareto
n#10846504	Henri_Bergson
a#02203123	octavo
v#02616713	existir sobrevivir subsistir vivir
v#02205098	tener
a#00609564	original
n#01699415	Gavialidae familia_Gavialidae
n#02599207	Cynoscion género_Cynoscion
n#03197804	digoxina
v#00836705	contradecir desvirtuar
n#02452967	probóscide trompa
n#02924554	bote
n#04627506	blandenguería cursilería sensiblería sentimentalismo superficialidad susceptibilidad
a#01087977	vacío
v#01589869	asignar_un_distintivo
n#05380697	vena_espinal
v#02673134	equilibrar
v#02359553	dar
n#07351497	carrera_ascendente
n#10628222	habitante_del_sur sureño
n#13645599	curio
a#02722901	esenio
a#01231191	institucional
n#14333136	irritación
n#00170710	deslizamiento deslizamiento_lateral
n#06812289	coma
n#06834885	zeta
a#00689673	deducible
v#00081367	transfundir transvasar
v#02532595	experimentar
n#10315561	corredor_de_milla
n#01904806	concha_de_peregrino
v#02640906	rondar
n#01733466	Arizona_elegans serpiente_brillante
v#00423702	salir surgir
a#03023348	pianístico
a#01434717	alejado distante lejano remoto
n#02232951	insecto_dictióptero
n#07216412	concesión
n#04684358	esplendor gloria resplandor
n#05684440	distracción
n#80000962	sistema_trampa tarro_de_miel
v#01167290	regar
n#11272689	Jean-Jacques_Rousseau
a#01284212	dramático espectacular impresionante
a#00475996	amplio cómodo práctico
a#01071198	fresco
v#02032415	divergir separar
n#00776165	crimen_organizado
n#02338029	Ondatra género_Ondatra
a#00854255	afectivo
n#07472929	campaña
n#06991980	bantú
n#03159640	podio púlpito
n#14674584	emulsión
n#11748811	cacahuete
v#01493142	arrojar botar tirar
a#01412134	probable
n#11833373	estepicursor
n#01462042	blastocisto
v#00058401	parir
v#02058049	conducir
n#07839055	salsa_de_gambas
a#02028263	manco
n#02996840	cefalosporinas
n#01740283	Typhlopidae familia_Typhlopidae
n#06950973	alemán_alto_medio
r#00131018	en_términos_sociolingüísticos sociolingüísticamente
a#01839663	general
n#03282933	adorno bordado labor
n#03928001	laboratorio_de_física
n#02977936	casino
n#11344092	Mark_Tobey
n#07231294	desafío
a#02978928	perinasal
n#12584191	areca
n#11119917	Antoine_Lavoisier
n#10214637	artífice autor descubridor inventor
n#04627241	afecto amor cariño ternura
v#01279474	contraer encoger
v#00972191	capacitar cualificar
n#08972521	Nueva_Zealand
n#14004317	movimiento
n#00221056	magnicidio
n#01538775	Coerebidae Dacninae subfamilia_Coerebidae subfamilia_Dacninae
a#01395617	legal legítimo lícito
n#04221994	simvastatina
a#00241952	negro
n#06998322	dinka
a#01945550	mutuo recíproco
n#08727396	Port_Arthur
n#02998841	chador
n#04102285	persiana_enrollable
a#00343552	necesario
v#00569870	desechar desguazar
v#01255807	hacer_formas_aserradas
n#09427752	monte_submarino
v#00286483	bañar mojar
n#14418662	coalición fusión
a#00131018	frontal_anterior
n#01613294	águila
a#02396098	amargo
a#01839829	precoz
a#02051616	rural
n#05232074	coronión
n#12330751	género_pimenta pimenta pimienta
n#13041172	género_mutinus mutinus
n#10286084	hermano
n#11447153	corriente_continua
n#07803408	bulghur bulgur trigo_bulgur
n#13273949	incentivo_de_ventas
v#01483478	desvelar
n#04896161	aseo limpieza
n#80000919	cabeza_de_borrado
n#05702726	atención
n#07985223	par
a#01093142	orgánico
n#02958002	captopril
n#13996300	sometimiento
n#01802895	Phasianus género_Phasianus
n#06658545	perestroika
a#00942871	no_explotado subdesarrollado
n#01380118	lactobacillus
a#03022177	británico
n#01043820	idolatría
a#01467046	frío
r#00467496	directamente immediatamente
v#02354112	indexar
n#10694163	tributante
n#00198451	promoción
n#02319689	Spatangoida orden_Spatangoida
a#02258002	cordial
n#07885223	bebida copa
n#09730204	escandinavo norteño nórdigo
n#10835218	Barrymore Maurice_Barrymore herbert_blythe
n#01806364	Pavo_cristatus pavo_real_azul
n#11337629	Twyla_Tharp
n#14651708	protactinio
n#02663352	Cynoglossidae familia_Cynoglossidae
v#02617567	andar arreglárselas ir salir viajar
n#05473507	osteofito
a#03012094	salivar
a#02869823	ocular óptico
n#11321051	Lee_Strasberg
n#00809201	congelación_de_precios
n#13051546	género_nigroporus nigroporus
n#09767592	agente_teatral
v#01771194	exasperar sacar_de_quicio
n#06974558	kurdo
n#06026276	población
n#03974671	enchufe_de_pared punto_de_corriente toma_de_corriente
n#05836921	preocupación
a#02965552	paradigmático
a#00371611	rosado
n#11197743	Edward_R._Murrow
n#13866144	polígono
n#14335006	soplo_sistólico
n#14350106	mielatelia
n#04897604	desconcierto desorden
a#00587890	negativo
n#05304603	vestíbulo
n#11058436	Joseph_Hooker
n#00035189	logro realización
n#10845763	Thomas_Hart_Benton
n#00819641	conservación_del_suelo
v#02762299	anular borrar obliterar silenciar tachar
n#06610063	abracadabra
n#04682018	sombreado_plano
n#07089276	precisión
n#04988666	dureza
a#02632916	aplítico
a#02336338	aceptable
n#00815801	navegación navegación_marítima
a#02657454	bacteriofágico
a#03044462	arábigo árabe
n#14120614	linfedema
n#11902389	opio
v#00546080	brotar
v#02632940	comprender contener incluir
n#06137759	psicopatología
a#00901826	básico
n#04175380	servicio
n#01353658	Pseudomonas_pyocanea
v#00626768	numerar
n#04495051	caja_de_comida
n#10057714	conductor_ferroviario ingeniero ingeniero_ferroviario
n#07991780	bandada_de_fochas
n#00819024	preservación
n#07180787	desacuerdo
n#03269203	convertidor_eléctrico
n#01239064	compromiso implicación participación
a#02960338	danés
n#01212519	apoyo ayuda
n#00566690	revés
n#07312221	circulación
v#00881998	felicitar
v#02223136	abandonar
v#00071803	forzar tirar
n#01993065	Orchestia género_Orchestia
a#00437223	atontado
n#14210564	priapismo
n#03207835	paño trapo
v#00724150	destinar reservar
v#01254013	corroerse desgastar erosionarse gastar gastarse raer
a#02868326	perceptivo
a#01041916	formal
n#03429771	guante_de_metal guantelete
v#00545292	ponerse
n#12119717	elimo_canadiense elymus_canadensis
n#03699754	matacán
v#00674517	estampar
n#02568326	Polyprion género_Polyprion
v#01549719	eliminar suprimir tarjar
n#05372125	vena_labial vena_labialis
n#13720501	cuarto_de_libra
v#00096648	aumentar crecer
n#10670483	lector
n#10851139	Ambrose_Bierce Ambrose_Gwinett_Bierce Bierce
n#15140744	existencia vida
n#09421799	banco placer secano
n#14834132	rocío
n#11069974	Andrew_Fielding_Huxley Andrew_Huxley
a#01734884	materno
a#01909491	contaminado
n#06599788	asunto contenido materia objeto tema
n#07695965	bocadillo sandwich
n#13680463	unidad_monetaria_papuana
v#01591357	agitarse encrespar hojear
a#01009206	inicial primero
n#07333649	deceso defunción expiración fallecimiento liberación partida pérdida trance tránsito
n#09391524	Pictor
n#14331137	palilalia
n#09871364	compañero novio pareja
n#13679739	unidad_monetaria_holandesa
n#08611662	hemisferio_norte
a#01946764	recíproco
n#14642417	hierro
n#04025508	tienda_de_campaña
n#01651778	acris_gryllus rana_grillo_americana
v#02452092	frenar retrasar
n#03085602	monitor_de_ordenador pantalla_de_ordenador
n#11174901	Gian_Carlo_Menotti
n#06685040	profesión
n#13638244	oersted
v#01792413	desaprobar
v#01791408	incomodar
n#09208702	asteroide
n#13389949	media_corona
a#00204779	fresco
v#02514187	tratar
a#00753504	presidencial
n#00021265	alimento comida nutriente nutrimento sustento
n#15283097	ritmo tempo
n#15009326	agua_dulce
n#08280124	academia
n#06276401	radiograma
n#08141374	Drug_Enforcement_Administration
a#01996051	fresco
n#07831955	salsa_de_pan
n#10410996	campesino labrador
n#05632446	fantasía
a#00981703	flojo
a#02943303	ambiental
n#04892970	previsión
n#14356497	tarsitis
n#09685006	chela
n#10032676	atracción
n#01009001	randomización
n#12844939	solenostemon
n#03787904	mosaico
n#10815343	Alicia_Alonso
n#09974177	adicto_al_crack
a#00385756	amarillo
n#05016171	calor
v#02029663	separarse
v#00598502	olvidar
n#04628747	carácter sangre
n#10718349	cazaclientes espabilado
n#11347519	Spencer_Tracy
n#00568430	saque servicio
v#00835158	agenciarse
a#01919931	ruidoso
n#07287472	pérdida
n#10477077	aspirante_al_título boxeador_profesional gladiador
n#09262233	cortina manto
n#11082135	Edward_Jenner
v#02544348	apostar arriesgar arriesgarse aventurar aventurarse correr_un_riesgo poner_en_peligro
n#06651577	aviso consejo filtración idea indicación información información_confidencial ventaja
n#01071411	misericordia
n#10772190	tejedor
n#12356960	galangal
n#00228762	acuerdo_viático
n#06434826	II_Samuel
n#08754814	Islas_Vírgenes_Británicas
v#02666239	diferir discrepar
n#09981740	cristalógrafo
n#11332250	Torquato_Tasso
v#02354287	articular juntar
n#11357514	Harold_Clayton_Urey Harold_Urey
a#02584699	nuevo
n#12874783	alegría sesamum_indicum
n#09962789	portador
v#01488123	descargar desembarcar
n#07125367	graznido graznidos
n#00606370	oficio profesión
n#13571763	urbanización
a#01992149	inseguro
v#00936763	cantar vender
a#01025913	inflexible intransigente resistente
n#04191150	goma_laca
a#00807399	igual rutinario
n#08502672	interior
n#11894173	género_raphanus raphanus
a#00421875	miserable
n#00087423	subvención
n#03711044	tren_de_correo
r#00064083	anatómicamente
v#01122405	emular
n#09356781	Bahía_de_Mobile
a#00034322	lento
n#03868763	soplete_de_oxiacetileno
n#01457708	Aulostomus género_Aulostomus
n#03382708	primer_plano
n#03366630	tabla_de_entarimado
a#00772910	discreto
n#00827782	escolta
n#05678148	aestesia estesis sensibilidad
n#08059412	corporación
n#13729236	diferencia resto
n#00387326	escisión
n#14314850	estornudo
n#07017877	bufonada payasada slapstick
v#01049373	cantar_con_entusiasmo
n#03702719	macintosh
a#02413037	plano
n#05923696	ideal
a#01899360	imprudente insensato
v#02734952	pesar
v#01684899	pintar
n#02721538	antiinflamatorio
n#08073601	mercado_monetario
n#14814616	carbón
n#05540121	calavera
n#09303008	colina collado otero
n#07513711	inquietud
n#04906471	sumisión
n#07137733	coloquio
n#10012713	fresador
v#02104690	teletransportar
n#05192451	interés
n#07252764	acicate incitación provocación
a#02666029	biologista
n#07921948	sidra_dulce
n#09292348	Gran_Barrera_de_Coral
n#09923186	fumador
n#10676569	extra figurante supernumerario
n#08182892	colmena
a#01757914	temporal
n#14062490	invalidez
v#01999218	preceder
n#02193357	Gasterophilidae familia_Gasterophilidae
n#01027859	rito ritual
n#15199033	Jánuca jánuca
n#00398704	transformación
n#15224293	limitación
a#00630329	corporal
n#05951180	posibilidad
n#07627223	capa_de_hojaldre
n#06619428	emisión programa
a#01315844	innato
n#05852007	apariencia
n#02751782	atenolol
n#10943659	Dryden John_Dryden
n#13564045	sinapsis
n#06672953	secreto
n#04708113	facilidad naturalidad simpleza simplicidad
n#02288473	Pyralidae Pyralididae familia_Pyralidae familia_Pyralididae
n#10619409	socialité
n#10990371	Erle_Stanley_Gardner Gardner
n#08402147	basura
a#02428377	desastrado descuidado zarrapastroso
n#06032246	correlación
n#06293106	palabra_clave
a#00840510	pronto rápido
v#00458471	amargar
n#11494638	precipitación
a#00343015	inevitable
n#10819755	Marco_Aurelio
n#05788924	pensamiento_de_grupo
n#14323683	dolor
n#07966927	negocio
n#03710637	mallas
a#01082535	estéril improductivo infructuoso infructífero yermo
n#11124647	Spike_Lee
n#11207006	Carl_Nielsen
n#13692963	unidad_monetaria_filipina
n#05032351	agallas coraje discernimiento nervio sangre_fría valor
n#14994726	polifosfato
n#12791329	syringa
a#02436995	estricto rígido
n#03653583	facistol
a#01832945	arado labrado
n#13344071	protección seguridad seguro
n#13885370	torsión tortuosidad
v#02497824	apelar
v#00887463	consagrar dedicar
v#02304648	arrebatar coger
a#01810189	agudo
v#02129709	ver
n#10991740	Elizabeth_Gaskell
n#01039140	penitencia
a#01730745	antiguo
v#02119241	desoír ignorar
a#02805490	superficial
a#03102723	prefectoral prefectural
v#00489699	justificar
n#00692349	castración
v#02004009	acechar
n#14070360	afección enfermedad patología
n#00004258	organismo ser ser_vivo
a#02721057	episcopal pontificio
v#02151394	visualizar
v#02407766	preceder
n#10759982	adorador
n#00259643	compensación
a#01233347	vertical
n#06597204	edición
n#10924987	Stuart_Davis
a#01169194	operatorio quirúrgico
n#11056195	Hans_Holbein
n#14019840	cetoacidosis
v#02149302	condenar
n#06300632	entrada
n#12112789	calamagrostis género_calamagrostis
n#04887497	egotismo
v#01745377	indentar
n#04538552	tornillo_de_banco
n#09254614	continente
n#07928367	ginger_ale
n#10927270	Daniel_Defoe
n#04649835	animación deportividad vivacidad
n#08674739	era
n#12223405	género_telopea telopea
v#02372605	acudir ir proceder
n#14268221	trombocitosis
a#00952653	exterior
n#00085041	derecho_preferente preempción
n#04638175	tolerancia
v#00578993	arruinar
n#02498153	daubentonia_madagascariensis
v#02758826	congelarse
n#02999936	cadena
n#05105265	amplitud capacidad
n#12894438	batata_silvestre solanum_commersonii
n#12952022	género_trichomanes trichomanes
n#09869009	gorila
a#01669246	confuso
a#00933599	caro costoso
n#13890535	ángulo_exterior ángulo_externo
n#10235549	pariente
v#01998982	remontar retornar_al_marcador
n#10953797	Adolf_Eichmann
n#10003283	negador
n#15119536	actualidad presente
n#13538080	placentación
n#10133307	dios
v#01880560	dar_golpes golpear_al_ritmo
n#03289985	conjunto
n#02984699	cátodo
n#11192533	Jim_Morrison
a#02307367	poco_estimulante poco_excitante
a#02909006	de_la_navegación
n#07802246	rastrojo
n#06482401	punto
n#02941716	leva
a#02562705	estrecho
n#09747722	alemán
v#01330676	remendar remendar_calcetines
n#10768022	amonestador avisador
n#14968926	oleorresina_de_Capsicum
n#09448361	arroyo corriente curso_de_agua
a#02158826	ciego
n#10475163	investigador_principal
v#01305241	fondear
n#11255211	John_William_Strutt
a#02635395	apalache
a#00515870	entero
r#00075367	como_contestación en_respuesta
n#15068891	tetrafluoroetileno
n#11308520	Susan_Sontag
n#00510475	aventura_amorosa cana_al_aire
n#01016832	clasificación
n#03930630	camioneta
n#09904057	censista
n#06664845	etiqueta
r#00378365	sin_pretensiones sinceramente verdaderamente
n#07882497	mezcla
a#02982729	hipotalámico
v#01288554	desencadenar
n#08398467	aquelarre
a#00508750	contradictorio
a#01069715	duro seco
a#03124657	teosófico
n#12331066	pimenta_dioica
v#02132745	contemplar
n#02428349	oryx
n#09704057	lancasteriano
n#10533541	remachador
n#00633329	dedicación diligencia
v#01609115	dar_tirones tirar tironear
n#07011209	pie
n#01100273	banca
n#02533708	Engraulidae familia_Engraulidae
n#01902132	pilus
n#04350905	conjunto traje
n#08745249	Quintana_Roo
n#04727214	aire
a#02668153	boskopoide
