n#01460813	oviscapte ovopositor
v#00147815	caure
n#14468348	progèria
n#03789946	motor
n#02939866	calibrador
n#06749594	horòscop
v#00279822	descolorar descolorir
v#00759269	implorar suplicar
n#00551714	heroïcitat
n#02623445	escòmbrid
n#08721286	Illa_Gran_de_Xiloé
n#10270232	ressaguer
n#00056087	emigració
v#00184907	iodar
v#02159890	centellejar llambrar llambregar llampegar llampeguejar
n#05610520	telòmer
n#10746056	vàndal
n#13932948	desafiament repte
n#13957117	preexistència
v#02014024	evacuar
n#04884072	inhibició
n#05351968	artèria_mesentèrica_inferior
n#01393604	nummulítids
n#06532910	llei_sobre_drogues
a#02368787	àcid
n#02185481	poll
n#09252970	constel·lació
a#00103696	inequívoc
n#03388043	brollador deu font sortidor
n#01215036	patrocini
a#00567161	enllaçat
n#07015510	comèdia
n#08838887	Arxipèlag_Marshall
n#13685678	unitat_monetària_búlgara
a#00470372	encobert
n#01608265	aligot_vesper
n#09066375	San_Pablo
n#02118176	proteles
n#12744656	genus_melicocca genus_melicoccus melicocca melicoccus
v#01824253	deslletar desmamar
a#03026902	mexicà
n#07643306	gelea
n#05244045	mantell
n#08588916	ionosfera
n#08061801	cadena_de_restaurants
n#10420809	sotsoficial_de_marina
n#03122748	coberta
n#04333709	agafador barra_de_suport
a#00241260	binuclear
n#14453840	miasi
n#07883251	beuratge elixir herbada herbes poció
n#09392402	pinar pineda
a#01532912	modest petit
v#02020590	arribar_a assolir arribar
n#01772782	argiòpids
n#07560652	alimentació dieta menjar
n#03608074	avió_kamikaze kamikaze
n#03137228	creuament
n#05600109	nariu
a#01254165	congelat gelat glaçat
n#08469917	Nouvelle_Vague New_Wave
n#00674760	gastrectomia
n#00376400	fraccionament ruptura trencadura trencament trenc
n#03452953	tribuna
v#01928579	cuitar
n#02268746	zigòpters
v#00214020	hidratar
n#09211266	Austràlia
n#00819024	preservació
n#05800387	prova_de_carretera
v#02012043	fer_descarrilar
a#00762168	ininterromput seguit
v#00076400	perbocar vomitar
n#01111133	préstec prestimoni
n#09835506	jugador_de_beisbol
a#02887578	sexual
n#09459557	Tombigbee
n#06720964	epítet
n#13880551	triangle_rectangle
n#01402381	feofits
v#02702830	acomodar adaptar ajustar ser_apropiat
n#11469481	infraroig raigs_infraroigs
n#14521302	cicló
n#11149867	Aristide_Maillol
a#00243395	caucàsic
n#06413130	guia_d'instruccions
n#10856215	Dietrich_Bonhoeffer
n#08547816	límit_de_les_neus_perpètues
n#02080586	erignathus genus_erignathus
n#13150741	genus_peperomia
n#07164163	punt
n#12802987	genus_tellima tellima
n#13347237	assegurança_de_vida
n#11243424	Katherine_Anne_Porter
n#07589458	bigos
n#00444490	salt_de_l'àngel
v#01817938	alegrar-se encoratjar envalentir reanimar-se
v#02760495	apagar
n#09920771	corista
n#02330245	ratolí
n#00820583	momificació
n#07608245	massapà
n#00375071	concentració
n#05023741	rigidesa rigiditat
n#10480583	professional
n#08348091	Agència_de_Seguretat_Nacional
n#06159473	ètica
n#11250056	Pitàgores
n#02329093	rosegadors
v#02634265	resultar seguir succeir
n#11147348	Rob_Roy
n#08075140	indústria_del_transport
n#07495327	mal martiri sofriment suplici tortura turment
n#10096016	almirall_de_la_flota
v#01888946	bategar tremolar vibrar
n#14946939	paper_Manila
a#03042812	angolès
n#12235263	gaultheria genus_gaultheria
n#03540595	clínica hospital
n#10636340	filater
n#13632744	unitat_de_capacitat_elèctrica
n#04965179	taronja
n#01730679	coluber genus_coluber
n#04370288	malles
n#10917554	Merce_Cunningham
v#00986074	alçar
n#03060294	basuki cocaïna coca dama_blanca farla farlopa neu perica perico
n#12598629	genus_plantago plantago
n#13917874	prismatoide
n#00566298	restada
n#06926798	turc
n#11374952	Robert_Penn_Warren
n#10897594	John_Churchill
n#13597147	nombre_compost
n#14889271	gneis
n#10609556	esclau esclava
n#00351485	canvi_de_magnitud
n#09495962	grifó
v#00363110	abandonar deixar
a#00109261	anàdrom
n#09725653	omanita
n#02486565	genus_papio papio
n#05348884	artèria_labial
n#14616939	adulterador
n#01380118	lactobacil
n#01584994	cistothorus genus_cistothorus
n#11031257	Joel_Chandler_Harris
n#07945657	difunta difunt finada finat morta mort
n#05610734	vomer
a#01421368	literari
n#14743976	goma_amoníaca
n#05821246	excepció
n#05736736	escandall
v#01029368	anomenar-se dir-se
n#02573704	tallahams
a#00803275	agut intens
n#10482220	patrocinador promotor
n#06820964	diacrític
n#04048568	companyia_de_ferrocarrils ferrocarrils línia_de_ferrocarrils
n#03961939	entarimat plataforma tarima
n#03346898	boca_d'incendis
n#10571670	ministre_d'energia
n#04027023	botó
v#01387493	despentinar
v#01827064	ambicionar anhelar cobejar envejar
n#13989443	patetisme
n#09543353	banyeta Beelzebub diable dimoni esperit_maligne Llucifer príncep_de_les_tenebres Satanàs Satan
n#14497763	brutícia
n#13690109	pa'anga
n#09970192	agent_doble
n#14899328	medi_de_cultiu medi
v#00535256	carmí
n#02006827	genus_platalea platalea
n#12955191	genus_schizaea schizaea
n#06310237	complement_directe objecte_directe objecte
n#08790353	Arcàdia
n#02129463	lleona
n#02397377	genus_pecari genus_tayassu tayassu
n#13371190	botí
n#06516404	perfil
n#06425534	compte_bancari número_de_compte_bancari
v#02121188	coure picar pruir
v#02666239	diferenciar-se discrepar distingir-se diferir
n#03499142	escotilla
n#14486274	desesperació desesperança
n#00542711	dansa_de_la_pluja
n#12707040	genus_ruta
a#00314023	herbívor
n#04856308	seguretat
n#13680032	unitat_monetària_de_Surinam
a#01259391	dèbil fal·lible frágil imperfecte
n#08226018	govern_estatal
n#02938886	calculadora
a#02379595	asíncron
n#13616427	arrova rova
n#09791014	analista_industrial
n#14759515	pell_de_cabra
n#04594218	filferro
n#10945546	John_Duns_Scotus
n#00196084	canvi
n#07925116	suc_de_pinya
n#00285557	pas passa
n#03643907	fuet tralla
v#01037303	petar
v#02127358	palpar tocar
n#02622408	genus_lepidocybium lepidocybium
n#13783816	correspondència correspondència_unívoca funció_matemàtica funció
n#00951781	comercialització
n#14113228	malaltia_renal
n#13989051	disgust pena
a#01041916	formal
n#03780392	motllura
n#02121808	gat_domèstic
v#02223238	desballestar
n#00068901	incompliment
n#15194506	Epifania
v#01809321	aclaparar
n#08293336	flota
n#01516487	genus_sinornis
n#09079875	Kauai
n#05278152	os_palatí
a#00745858	ardu
v#00268680	paralitzar
n#11945228	carlina genus_carlina
n#00431005	broma facècia
n#02390738	kiang
n#15268239	cessació cessament
n#01611472	falcó_pelegrí
n#03627232	llaç nus
a#00152896	parlat
n#10888401	Henry_Cavendish
n#12354849	genus_ravenala
n#01697837	genus_tomistoma tomistoma
n#13847858	desè
n#08554440	raval suburbi
n#05534712	intestí_prim
a#00914104	caduc caducifoli decidu
n#11063309	Fred_Hoyle
v#02127100	fumigar
n#80000808	targeta_de_xarxa
v#02391453	destronar
n#11630351	cupressus genus_cupressus
v#01352680	descargolar
v#00333426	dividir
n#08143321	Agència_Tributària Internal_Revenue_Service
n#13890535	angle_exterior
n#01644699	ascaphus genus_ascaphus
n#00123234	descàrrega
v#00275607	regularitzar
n#03192653	dicumarol
n#13790712	fonament
n#00325110	ascensió escalada escalament muntada pujada
n#14102075	trombosi
v#00551718	dinamitzar
n#15107876	esfalerita
n#14758252	balena
n#02486787	genus_mandrillus mandrillus
n#04763925	distinció peculiaritat
n#12711596	llimoner
n#00466273	golf_professional
v#02770535	tronar
n#07676602	frankfurt salsitxa_de_Frankfurt
v#02611630	definir-se delimitar especificar
n#14431738	casta
n#13249400	caseriu granja
n#05467758	astròcit
a#00174379	inaudible
a#00291471	fratern fraternal
n#10597642	rotulista
n#05315855	pingüècula
n#03294833	goma_d'esborrar goma
a#00194357	amenaçador sinistre
n#02592866	chrysophrys genus_chrysophrys
n#08349681	oficina_de_patents
n#04969617	blau_de_Prússia
n#05387167	pàncrees
n#13690321	unitat_monetària_de_Macao
n#08833130	Nova_Gal·les_del_Sud
n#10889689	Neville_Chamberlain
n#05578095	retaló taló
n#03680858	llagostera
a#01535082	extremat
n#00947128	ús utilització
n#05788149	presa_de_decisions
n#14340734	colangitis
n#13535261	sudoració transpiració
n#01028381	ceremònia_militar
n#00690501	anaplàstia cirurgia_estètica cirurgia_plàstica
n#00884466	classe curs
n#10160770	arpista
n#07012025	llibret
n#04806067	inestabilitat
n#09602716	Perry_Mason
v#01796800	penedir-se
n#02839200	quarter
n#00800657	moviment_gay
n#10872839	Calamity_Jane
n#11782522	genus_amorphophallus
n#04791591	putrefacció putrescència
n#05521934	himen
n#04006067	nau_corsària
n#12383256	genus_passiflora passiflora
n#07538674	opressió
n#10329945	diable dimoni fera monstre ogre
n#08520401	punt_celeste
n#11282286	Jean-Paul_Sartre
n#04516672	estri utensili
n#10405320	pastisser reboster
n#06321932	adjectiu_qualificatiu
n#05532944	glàndula_salival
a#00366025	monoclínic
n#06256229	foli full
n#03913129	fenobarbital
n#03926876	fotòmetre
n#06714420	admonició amonestació
v#01816844	acontentar-se
n#04516874	instal·lació
n#00556313	maniobra
n#00890145	classe_de_golf
n#13384877	diners moneda
n#02833576	bisell
n#05965586	pacifisme
v#02707125	estar_a_peu_dret estar_dempeus estar_dret posar_dret
n#13337634	bo_convertible
n#11484375	miratge
n#10075529	fabulista faulista
v#01140794	pescar
n#09465459	unitat
n#09975425	artesà
n#10382825	organista
n#08643933	refugi
n#11891838	genus_malcolmia malcolmia
v#01061481	declarar expressar indicar
n#13767239	got vas
a#01727303	fervent salvatge violent
n#11297457	Sam_Shepard
n#06275471	radiotelegrafia radiotelègraf
a#00607656	conservador
n#12595801	genus_rhapis rhapis
n#05976649	solipsisme
n#07459249	cursa_de_bicicletes
n#13916721	cub hexaedre_regular hexàedre_regular
n#10133644	agent_del_govern
v#01703454	narrar recitar
n#14907122	hexà
n#07674508	oli_d'oliva
n#03603958	fetitxe
n#01562116	erithacus genus_erithacus
n#05257737	anella bucle cargol floc onda rínxol ris rull tirabuixó
n#14973585	àcid_pantotènic
n#06012726	àlgebra
n#03111177	cornisa
n#05946687	credo fe religió
n#14761578	mandioca
a#00708498	trencadís
n#00360143	escatida esporgada podada poda
a#00595299	constant continu continuat incessant perpetu
v#00107231	aixecar llevar
n#07670731	clofolla pell
v#00642803	diferenciar
n#00928947	programació
n#15092942	filoquinona fitonadiona vitamina_K1
v#02459173	acollir albergar allotjar
v#01246321	deslluir esmussar
n#10440717	aficionat_al_teatre
n#07726095	cigró
v#02417504	gandulejar mandrejar
n#11138301	Hendrik_Antoon_Lorentz
n#09499494	lleó_de_Nemea
n#09878179	corneta
n#09555127	Venus
n#02506783	gomfotèrid
n#07846014	llet_certificada
n#02026498	aphriza genus_aphriza
n#06758584	mitja_veritat veritat_a_mitges
a#02594940	cancerós
n#06855035	segell_d'autenticitat
v#00151574	readaptar-se
n#10476928	corsari
n#10127689	geofísic geòleg
v#02012227	desviar
a#01984411	infame
n#04897428	desendreçament despoliment malendreç
n#15088111	vinagre
n#00648237	valoració
n#12546015	genus_lupinus lupinus
n#15042856	escòria
n#05342070	artèria_coroïdal
n#05407119	hormona
n#01108753	entrega
n#09568051	Urà
n#10971852	Hans_Fischer
n#10580437	septuagenari setantí
n#14450540	escassesa escassetat
n#13536016	canvi_d'estat
n#09396275	Pic_de_Pobeda
a#00455190	engualdrapat
n#10509161	realista
n#14766189	pell_d'esquirol
n#10362917	truà
n#12229282	genus_andromeda
n#14952441	salicilat_de_metil
n#07094508	escansió
n#01576506	estúrnids
n#10940053	Jimmy_Doolittle
n#14365356	febre pirèxia
v#01930117	conduir
n#02463403	illada llom
n#05664986	organon
n#10536728	bergant brètol truà
n#02503517	elefant
n#09746725	porto-riqueny
v#01650610	començar iniciar
n#09150662	Newport_News
a#02966324	ecuatorià
a#00301777	incalculable
n#05849040	atribut propietat qualitat
n#02763604	gabial
v#00342443	caure
n#14930476	àcid_làuric
n#01969550	octòpodes
n#04711435	contratemps inconvenient
n#07537973	desmoralització
n#02205383	simúlids
n#80000943	cercausuaris
n#01724055	ictiosaures
n#02270473	genus_lepisma lepisma
n#10838997	Thomas_Bayes
v#00024649	refrescar
v#00100044	entrenar
n#11978233	gira-sol
v#01028748	anomenar dir posar_nom
a#00053384	coherent tenaç
n#14232299	erisipela
n#02512938	peix
n#03746861	mentol
n#02180742	estafilínids
v#02439501	dirigir
n#08780881	Grècia
n#00826397	karate
n#07715561	carabassa carbassa
n#04701460	claredat nitidesa
n#12761284	mango
n#00931608	redacció
n#04876705	arteria astúcia estratagema
a#00850053	luxós
a#02831031	limfàtic
n#14595279	acetat_de_polivinil
v#00066025	gemegar gemir lamentar-se
a#02347915	raquític renoc renocat
n#10162507	contractista_de_transports transportista
n#14560612	decadència
n#12853901	genus_marrubium marrubium
n#00818678	custòdia
n#03316406	fàbrica factoria planta
n#06730563	reclamació
n#11119190	Stan_Laurel
n#07802863	avena cibada
n#10916325	Hume_Cronyn
n#10862507	Donato_Bramante
n#04539876	memòria_volàtil
n#06884790	xarretera
a#02277607	especialitzat
n#02045369	gavot
n#01834412	genus_ramphomicron ramphomicron
n#07235790	acusació impeachment
n#11287437	Ernestine_Schumann-Heink
n#13583272	solubilitat
n#10103794	ministre_d'afers_estrangers
v#01453256	arrossegar remolcar
n#06805665	senyal_radiotelegràfica senyal_telegràfica
n#05473735	papil·la
n#13237343	genus_periploca periploca
a#01974451	corresponent
n#14524849	ambient atmosfera
n#04302598	creu_de_Sant_Andreu
n#00463246	joc_atlètic joc_esportiu
v#01155307	cosir
v#00513757	destacar
n#14460974	plenitud
n#04970758	violeta
a#02543934	diabètic
n#02858304	embarcació vaixell
n#02076196	foca
v#02744451	permetre's
n#80000822	llenguatge_de_programació_d'alt_nivell
n#06738281	explicació
n#14745635	esteroide
n#04416530	tetraciclina
n#09930102	rellotger
n#03518445	trona
v#02519494	cridar_l'atenció
a#01161984	danyós
v#00031663	riure
n#14708232	àgata
v#02632567	desitjar menester necessitar requerir tenir_ganes_de voler
n#04756025	previsibilitat
n#13613742	acre
n#00277569	immersió
n#01320872	femella
n#02701002	ambulància
a#01616157	personal
n#09777975	agent_de_negocis
a#01243722	arrossegat
n#03100346	sofà_llit
n#11249559	Howard_Pyle
n#06831391	c
a#02928728	sud-americà
a#01102876	generalitzat
n#14086626	epilèpsia_cortical
n#14559757	tetraplegia
n#11208172	Richard_Nixon
n#09784870	manetes
n#00282050	avançament avanç avenç evolució progrés progressió
n#01061726	exacció extorsió
n#10978422	James_Franck
n#15006682	crepè_de_cautxú
n#12994475	basidi
n#00082754	successió
n#12189293	bombax genus_bombax
n#10503965	radiòleg
n#11392754	Adolf_Windaus
n#01530256	fringilla genus_fringilla
n#11872973	rave_rustica
n#10791221	contractada contractat obrera obrer
v#00122289	decrepitar
n#01769347	aràcnid
n#03733547	mètode mitjà
n#00359492	ruptura separació
n#01322898	cadell_de_lleó
n#01021270	emulació
n#07550079	gelosia
n#06361218	pictografia
n#05209659	finitut
n#03724870	màscara
n#01636984	aneides genus_aneides
n#04879340	deslleialtat
v#01111816	anotar marcar
v#01085874	destorbar dificultar perjudicar
v#00439958	alentir desaccelerar
n#10134982	padrí
a#02969775	bàvar
n#11406700	Florenz_Ziegfeld
v#02474239	dotar investir
n#10171219	herald
n#10150281	base escolta
n#08327090	politburó
n#11958316	cotula genus_cotula
n#03434943	gènere
n#10969986	Enrico_Fermi
n#02056421	aptenodytes genus_aptenodytes
n#00939628	arranjament
v#00788564	examinar indagar
n#05949088	quietisme
n#10189278	resident
a#00164462	observador
n#03984381	entrada pòrtic porxo
n#05428645	epicardi
n#07700868	fideus
n#07208708	queixa
n#01065286	oci
n#15224156	terme termini
n#02585732	cíclids
n#02006211	genus_threskiornis threskiornis
n#04139291	platet
n#06688913	salutació
n#06326797	persona
n#01410568	genus_spirogyra
n#10858872	James_Boswell
v#02722207	constar_de ésser_consignat figurar
n#05896998	autisme
n#05732614	sistema_de_fitxers
n#13602922	unitat_explosiva
n#01386494	protistes
v#00145448	quadrar
n#05980875	fi finalitat meta objectiu propòsit
n#03055418	moneder
v#02310007	deixar entregar lliurar retornar tornar
n#08406486	fundació
n#13982000	guerra_freda
n#11537665	molses
n#01201429	separació_legal
n#01715249	megalosaures
n#04339291	banda tira
n#10260166	tinent_general
a#01278818	destacat excepcional
n#10607478	cap_rapat skinhead skin
n#04067818	refectori
n#05655567	agudesa_visual
a#01370141	adequat adient apropiat apte capaç convenient encertat escaient idoni indicat
n#03345487	cotxe_de_bombers
n#01804340	colinus genus_colinus
n#03704210	revista
n#02951585	obrellaunes
a#00559690	abarrotat ple_a_vessar replè replet
n#06902109	programa_en_LISP
n#00112828	clic
n#02248744	coccidis
v#01917244	coixejar ranquejar
a#00330728	cèntric
n#11953038	xicoira
n#05481997	metencèfal
n#14844693	sòl terra
n#07684164	matzà
v#00295563	desafinar
n#14709102	eter
n#01543508	genus_padda padda
n#13269459	regal_de_noces
n#09066665	Santa_Bàrbara
n#10398033	paralític
n#15229875	tèrcia
n#80000833	computació_paral·lela
n#05840188	tipus
n#03208229	bactericida desinfectant germicida
n#11036405	Helen_Hayes
v#02434859	formar
a#02323072	poderós potent
n#02817799	instrument_de_llengüeta
n#02515713	celacant latimèria
n#07626833	pastís_de_carabassa
n#14464675	error
v#02258291	reduir
n#12401122	ficus genus_ficus
n#11525480	vent_oest
n#06142861	ciència_cognitiva
v#01588493	etiquetar
n#01898328	membrana
n#08192557	United_States_Coast_Guard
n#00211110	acabament conclusió culminació finalització
n#03504293	bitlla_davantera
n#02109047	dogo_alemany gran_danès Gran_Danès
n#00073177	arrodoniment
n#06304338	trisíl·lab
n#15212739	setembre
n#07001865	histograma
n#01160342	càstig penalització pena
a#00939444	críptic desconegut incomprensible inescrutable inintel·ligible misteriós
n#13907272	clivella escletxa esquerda fissura trenc
n#02014061	cariama genus_cariama
n#13936304	inclusió
n#11029005	James_Hargreaves
